,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,NOC_advantage,Height_div_avg,Weight_div_avg,Age_div_avg
13556,7348,Michal Balner,M,33.0,191.0,80.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,,0,0,0.0,5.9,-4.18,7.18
13557,7349,Erik Balnuweit,M,23.0,189.0,80.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.14,3.49,-5.64,-2.67
13628,7371,tefan Balok,M,23.0,181.0,72.0,Slovakia,SVK,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres,,0,0,0.0,-3.4,-10.43,-2.59
13629,7371,tefan Balok,M,27.0,181.0,72.0,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.0,-3.79,-12.27,1.23
13633,7374,Kgomotso Balotthanyi,M,28.0,180.0,66.0,Botswana,BOT,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-1.62,-11.12,3.97
13704,7421,Falk Balzer,M,26.0,189.0,80.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.1,4.21,-4.27,0.23
13719,7430,Clicien Alexandre Roger Bambuck,M,18.0,180.0,75.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,0.05,-1.33,-3.04,-6.57
13721,7430,Clicien Alexandre Roger Bambuck,M,22.0,180.0,75.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,0.06,-1.58,-3.08,-2.52
13792,7469,Lewis Simon Banda,M,21.0,170.0,65.0,Zimbabwe,ZIM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,0.0,-14.98,-20.03,-4.69
13793,7469,Lewis Simon Banda,M,25.0,170.0,65.0,Zimbabwe,ZIM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,0,0,0.0,-15.14,-20.37,-0.54
13874,7515,Emmanuel Bangu,M,24.0,180.0,72.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,0.07,-4.4,-10.43,-1.59
13902,7532,"Konstantinos ""Kostas"" Baniotis",M,21.0,201.0,80.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,,0,0,0.0,15.86,-5.37,-4.54
13903,7532,"Konstantinos ""Kostas"" Baniotis",M,25.0,201.0,80.0,Greece,GRE,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,,0,0,0.0,15.49,-5.64,-0.67
13904,7532,"Konstantinos ""Kostas"" Baniotis",M,29.0,201.0,80.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,0,0,0.0,15.9,-4.18,3.18
13984,7563,Jarrod Bannister,M,23.0,190.0,100.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Javelin Throw,,0,0,0.05,4.86,14.63,-2.54
13985,7563,Jarrod Bannister,M,27.0,190.0,100.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,4.49,14.36,1.33
14118,7621,Andrei Baraba,M,22.0,179.0,65.0,Romania,ROU,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,0,0,0.03,-2.24,-13.02,-2.04
14148,7637,Emilio Barahona,M,19.0,168.0,54.0,Honduras,HON,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-13.58,-24.08,-5.52
14195,7656,Witold Stanisaw Baran,M,25.0,178.0,70.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",,0,0,0.1,-3.33,-8.04,0.43
14199,7660,Max Barandun,M,21.0,174.0,70.0,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,0.02,-7.33,-8.04,-3.57
14359,7740,"Shawnacy Campbell ""Shawn"" Barber",M,22.0,187.0,82.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,,0,0,0.0,1.9,-2.18,-3.82
14428,7771,Jos Luz Zequinha Barbosa,M,27.0,184.0,68.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,0.02,1.58,-11.18,2.18
14516,7812,Tomas Bardauskas,M,25.0,185.0,70.0,Lithuania,LTU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,0.29,0.21,-14.27,-0.77
14557,7839,Mauro Barella,M,27.0,178.0,70.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,,0,0,0.02,-3.62,-7.12,2.97
14666,7906,Leonid Barkovskiy,M,23.0,175.0,75.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,0,0,0.24,-6.33,-3.04,-1.57
14667,7906,Leonid Barkovskiy,M,27.0,175.0,75.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,,0,0,0.26,-6.58,-3.08,2.48
14668,7906,Leonid Barkovskiy,M,31.0,175.0,75.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,0,0.27,-6.69,-3.52,6.42
14716,7935,Daundre Barnaby,M,21.0,189.0,75.0,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,0,0,0.18,3.49,-10.64,-4.67
14770,7968,"Eric Randolph ""Randy"" Barnes",M,22.0,195.0,132.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,Silver,1,0,0.3,12.58,52.82,-2.82
14771,7968,"Eric Randolph ""Randy"" Barnes",M,30.0,195.0,132.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,Gold,1,1,0.29,10.6,49.57,4.41
14795,7984,"Michael H. ""Mike"" Barnett",M,31.0,186.0,104.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Javelin Throw,,0,0,0.28,2.41,23.69,5.95
14812,7994,"Eric Richard ""Enrico"" Barney",M,27.0,184.0,75.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,,0,0,0.0,2.42,-3.08,2.48
14886,8034,Oslen McGregor Barr,M,23.0,165.0,67.0,Guyana,GUY,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-16.62,-10.12,-1.03
14908,8048,Grard Barras,M,23.0,190.0,80.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,,0,0,0.02,8.76,1.98,-1.04
15059,8127,"James Archibald Barrineau, Jr.",M,21.0,190.0,70.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,,0,0,0.32,7.16,-11.39,-3.39
15070,8132,Luis Bruno Barrionuevo,M,23.0,190.0,72.0,Argentina,ARG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,0.0,8.31,-6.52,-1.58
15086,8141,Toms Barris Ballestn,M,30.0,171.0,67.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,0,0,0.06,-10.24,-11.02,5.96
15120,8162,Lus Filipe Palma Barroso,M,18.0,170.0,64.0,Portugal,POR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,0,0.07,-11.62,-13.12,-6.03
15171,8187,Mamadou Barry,M,20.0,178.0,66.0,Guinea,GUI,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-7.51,-19.64,-5.67
15188,8198,Trevor George Barry,M,29.0,190.0,77.0,Bahamas,BAH,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,,0,0,0.0,4.49,-8.64,3.33
15189,8198,Trevor George Barry,M,33.0,190.0,77.0,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,0,0,0.0,4.9,-7.18,7.18
15196,8204,Mutaz Essa Barshim,M,21.0,190.0,65.0,Qatar,QAT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,Bronze,1,0,0.25,4.49,-20.64,-4.67
15197,8204,Mutaz Essa Barshim,M,25.0,190.0,65.0,Qatar,QAT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Silver,1,1,0.0,4.9,-19.18,-0.82
15254,8238,Ralf Bartels,M,26.0,186.0,128.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,,0,0,0.14,1.02,42.97,0.31
15255,8238,Ralf Bartels,M,34.0,186.0,128.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,,0,0,0.14,0.49,42.36,8.33
15571,8385,Aleksandr Georgiyevich Baryshnikov,M,23.0,198.0,130.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,,0,0,0.27,16.31,51.48,-1.58
15572,8385,Aleksandr Georgiyevich Baryshnikov,M,27.0,198.0,130.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,Bronze,1,0,0.31,15.16,48.61,2.61
15573,8385,Aleksandr Georgiyevich Baryshnikov,M,31.0,198.0,130.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,Silver,1,1,0.32,15.47,51.44,6.73
15637,8415,Jeremy Bascom,M,28.0,170.0,73.0,Guyana,GUY,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,0.0,-15.51,-12.64,2.33
15639,8417,Dimitri David Bascou,M,25.0,181.0,80.0,France,FRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.2,-4.51,-5.64,-0.67
15640,8417,Dimitri David Bascou,M,29.0,181.0,80.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Bronze,1,0,0.0,-4.1,-4.18,3.18
15655,8427,Daham Najim Bashir,M,28.0,171.0,60.0,Qatar,QAT,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",,0,0,0.29,-14.14,-25.37,2.46
15664,8434,Muhammad Ahmed Bashir,M,22.0,180.0,83.0,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-1.69,4.48,-2.58
15782,8511,Werner Alfons Bastians,M,19.0,178.0,74.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,0.14,-4.84,-7.39,-5.39
15827,8533,Joseph Batangdon,M,22.0,176.0,74.0,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.0,-8.79,-10.27,-3.77
15943,8595,Daniel Batman,M,19.0,171.0,71.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.05,-13.79,-13.27,-6.77
15998,8619,Erick Batte Herrera,M,21.0,185.0,79.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.14,0.6,-3.43,-4.59
16062,8647,Batulamai Rajakumar,M,19.0,170.0,59.0,Malaysia,MAS,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,-11.62,-18.12,-5.03
16264,8736,"James Steven ""Jamie"" Baulch (Mills-)",M,27.0,173.0,71.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,1,0.06,-11.79,-13.27,1.23
16296,8753,Edgar Baumann Duran,M,26.0,178.0,85.0,Paraguay,PAR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,-6.4,2.57,0.41
16379,8794,Hans-Peter Baumgartner,M,23.0,190.0,71.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,Silver,1,0,0.1,8.31,-7.52,-1.58
16380,8794,Hans-Peter Baumgartner,M,27.0,190.0,71.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,0,1,0.14,7.16,-10.39,2.61
16500,8850,Vadim Bavikin,M,21.0,186.0,90.0,Israel,ISR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,2.41,9.69,-4.05
16583,8895,Sebastian Bayer,M,22.0,189.0,79.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,,0,0,0.18,3.86,-6.37,-3.54
16584,8895,Sebastian Bayer,M,26.0,189.0,79.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,0,0,0.14,3.49,-6.64,0.33
16590,8900,Filbert Bayi Sanka,M,19.0,183.0,59.0,Tanzania,TAN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,1.31,-19.52,-5.58
16731,8971,Pius Bazighe,M,24.0,185.0,95.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Javelin Throw,,0,0,0.0,0.6,12.57,-1.59
16830,9026,"Robert ""Bob"" Beamon",M,22.0,191.0,70.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,Gold,1,0,0.33,9.42,-8.08,-2.52
16831,9027,DeVon D. Bean,M,20.0,175.0,70.0,Bermuda,BER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,0.0,-9.4,-12.43,-5.59
16912,9060,"Daniel Gerard ""Danny"" Beauchamp",M,23.0,174.0,70.0,Seychelles,SEY,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,,0,0,0.0,-9.59,-10.31,-2.05
16913,9060,"Daniel Gerard ""Danny"" Beauchamp",M,23.0,174.0,70.0,Seychelles,SEY,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0,0,0.0,-9.59,-10.31,-2.05
17080,9141,Dominique Bchard,M,20.0,185.0,85.0,Mauritius,MRI,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,,0,0,0.0,3.38,7.88,-4.03
17200,9204,Gustavo Adolfo Becker Lasso,M,26.0,184.0,71.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,,0,0,0.06,0.41,-9.31,0.95
17238,9222,Uwe Becker,M,28.0,188.0,78.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,0.12,6.38,0.88,3.97
17281,9237,James Charles Beckford,M,21.0,178.0,78.0,Jamaica,JAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,Silver,1,0,0.13,-6.4,-4.43,-4.59
17282,9237,James Charles Beckford,M,25.0,178.0,78.0,Jamaica,JAM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,1,0.13,-6.79,-6.27,-0.77
17283,9237,James Charles Beckford,M,29.0,178.0,78.0,Jamaica,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,,0,1,0.17,-6.98,-7.03,3.31
17362,9261,Flix Bcquer Lastra,M,21.0,178.0,72.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,0.0,-3.58,-6.08,-3.52
17471,9310,Sylwester Bednarek,M,27.0,194.0,78.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,0,0,0.0,8.9,-6.18,1.18
17519,9337,Arnjolt Beer,M,22.0,188.0,120.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Shot Put,,0,0,0.06,6.42,41.92,-2.52
17520,9337,Arnjolt Beer,M,26.0,188.0,120.0,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,,0,0,0.06,6.31,41.48,1.42
17526,9343,Klaus Beer,M,21.0,176.0,74.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,0,0,0.1,-5.33,-4.04,-3.57
17527,9343,Klaus Beer,M,25.0,176.0,74.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,Silver,1,0,0.3,-5.58,-4.08,0.48
17559,9354,John Beers,M,20.0,183.0,75.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,0.07,1.31,-3.52,-4.58
17594,9379,Zenon Begier,M,24.0,198.0,80.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,0.09,16.76,1.98,-0.04
17595,9379,Zenon Begier,M,28.0,198.0,80.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Discus Throw,,0,0,0.1,16.67,1.96,3.43
17771,9454,Rolf Beilschmidt,M,22.0,190.0,82.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,,0,0,0.35,7.16,0.61,-2.39
17858,9489,Nigusse Bekele,M,20.0,185.0,55.0,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",,0,0,0.0,2.47,-23.56,-4.27
18071,9588,Othmane Mustapha Belfaa,M,18.0,192.0,76.0,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,,0,0,0.14,9.47,-2.56,-6.27
18121,9623,Gennady Belkov,M,24.0,191.0,84.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,,0,0,0.32,8.47,5.44,-0.27
18122,9624,Alan Richard Bell,M,23.0,190.0,82.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,,0,0,0.1,7.47,3.44,-1.27
18140,9634,Earl Holmes Bell,M,20.0,191.0,77.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,,0,0,0.32,8.16,-4.39,-4.39
18141,9634,Earl Holmes Bell,M,28.0,191.0,77.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,Bronze,1,0,0.31,9.38,-0.12,3.97
18142,9634,Earl Holmes Bell,M,33.0,191.0,77.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,,0,1,0.3,8.58,-2.18,8.18
18323,9719,Sergio Bello,M,22.0,178.0,70.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,0.04,-3.33,-8.04,-2.57
18325,9719,Sergio Bello,M,26.0,178.0,70.0,Italy,ITA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,0.03,-3.58,-8.08,1.48
18341,9729,Jean-Michel Bellot,M,22.0,180.0,73.0,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,,0,0,0.06,-2.84,-8.39,-2.39
18342,9729,Jean-Michel Bellot,M,26.0,180.0,73.0,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Pole Vault,,0,0,0.07,-2.53,-5.56,1.73
18422,9753,Wilhem Belocian,M,21.0,178.0,78.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-7.1,-6.18,-4.82
18483,9786,Yury Vladimirovich Belov,M,23.0,183.0,120.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,,0,0,0.0,-1.98,34.97,-2.69
18484,9786,Yury Vladimirovich Belov,M,27.0,183.0,120.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,0,0,0.0,-2.14,34.63,1.46
18495,9793,Viktor Mikhaylovich Belsky,M,25.0,184.0,73.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,,0,0,0.32,1.47,-5.56,0.73
18603,9838,Ivan Fedorovych Belytskiy,M,27.0,178.0,67.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",,0,0,0.24,-3.33,-11.04,2.43
18618,9844,Jean-Didiace Bmou,M,25.0,184.0,71.0,Congo (Brazzaville),CGO,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,0.0,2.38,-6.12,0.97
18620,9844,Jean-Didiace Bmou,M,29.0,184.0,71.0,Congo (Brazzaville),CGO,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,0.0,1.58,-8.18,4.18
18743,9935,Lahlou Ben Youns,M,27.0,180.0,75.0,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,0,0.12,-3.59,-5.31,1.95
18862,9996,Finn Berg Bendixen,M,23.0,185.0,74.0,Norway,NOR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,0,0.07,3.31,-4.52,-1.58
19004,10054,"Serge Bengono, II",M,23.0,176.0,72.0,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.0,-8.79,-12.27,-2.77
19117,10122,Rubn Antonio Bentez,M,23.0,174.0,68.0,El Salvador,ESA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,0,0,0.0,-10.4,-14.43,-2.59
19125,10127,Lester Benjamin,M,20.0,178.0,69.0,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,,0,0,0.0,-3.62,-8.12,-4.03
19127,10129,"Timothy David ""Tim"" Benjamin",M,22.0,183.0,76.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,0.08,-1.98,-9.03,-3.69
19163,10143,Maurice Benn,M,21.0,179.0,69.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,0.09,-2.58,-9.08,-3.52
19232,10184,Ronald Roosevelt Bennett Martnez,M,27.0,175.0,70.0,Honduras,HON,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.0,-10.51,-15.64,1.33
19236,10188,Todd Anthony Bennett,M,22.0,170.0,64.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,1,0.09,-11.62,-13.12,-2.03
19238,10188,Todd Anthony Bennett,M,26.0,170.0,64.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,1,0.08,-12.42,-15.18,1.18
19446,10289,Gian Nicola Berardi,M,25.0,178.0,72.0,San Marino,SMR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,0.0,-6.98,-13.03,-0.69
19654,10370,Mykola Berezutskiy,M,23.0,191.0,80.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.22,9.76,1.98,-1.04
19701,10394,Ove Kjell Berg,M,24.0,170.0,63.0,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,0.08,-11.58,-15.08,-0.52
19760,10414,Rodolfo Bergamo,M,20.0,178.0,70.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's High Jump,,0,0,0.04,-4.84,-11.39,-4.39
19796,10436,Andreas Berger,M,27.0,174.0,78.0,Austria,AUT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.0,-8.42,-1.18,2.18
19798,10436,Andreas Berger,M,31.0,174.0,78.0,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,0.0,-9.59,-2.31,5.95
19828,10447,Hans-Jrgen Berger,M,24.0,182.0,63.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,0,0,0.14,-0.84,-18.39,-0.39
19925,10493,Jere Petrud Bergius,M,25.0,184.0,76.0,Finland,FIN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Pole Vault,,0,0,0.0,-1.51,-9.64,-0.67
20114,10606,Eckart Berkes,M,23.0,180.0,70.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.1,-1.69,-8.52,-1.58
20163,10634,Javier Bermejo Merino,M,25.0,190.0,77.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's High Jump,,0,0,0.03,5.02,-8.03,-0.69
20164,10634,Javier Bermejo Merino,M,29.0,190.0,77.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,,0,0,0.05,4.86,-8.37,3.46
20267,10689,Kent Bede Bernard,M,22.0,185.0,77.0,Trinidad and Tobago,TTO,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,0.11,3.67,-1.04,-2.57
20272,10693,Martyn John Bernard,M,23.0,196.0,83.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,,0,0,0.09,10.86,-2.37,-2.54
20274,10695,Michel Bernard,M,28.0,181.0,68.0,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,0,0,0.05,-0.24,-10.02,3.96
20276,10695,Michel Bernard,M,32.0,181.0,68.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",,0,0,0.05,-0.33,-10.04,7.43
20364,10742,Rolf Bernhard,M,22.0,180.0,72.0,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,0,0,0.03,-1.69,-6.52,-2.58
20365,10742,Rolf Bernhard,M,26.0,180.0,72.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,0,0,0.04,-2.84,-9.39,1.61
20366,10742,Rolf Bernhard,M,30.0,180.0,72.0,Switzerland,SUI,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,,0,0,0.04,-2.53,-6.56,5.73
20432,10781,Yahya Berrabah,M,22.0,182.0,76.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,,0,0,0.09,-2.98,-9.03,-3.69
20433,10781,Yahya Berrabah,M,26.0,182.0,76.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,,0,0,0.17,-3.14,-9.37,0.46
20553,10839,Roar Berthelsen,M,25.0,190.0,81.0,Norway,NOR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,0,0,0.06,8.76,2.98,0.96
